Review Provider,Review ID,Review Content,Review Score,Review Time
Booking.com,772560618,"
 The room, the lobby, the facilities, even the staff were really like in a 5* hotel. The breakfast was very extensive and had something for everyone. western cuisine, waffles, Filipino breakfast, juice, desserts, salad, etc. You are always assigned a seat directly, which I personally really appreciate, the coffee is served at the table. Very attentive staff that makes you feel good about being a guest in this hotel.Actually the best hotel I've ever been in. We used room service once, which is also recommended.The rooftop lounge is also recommended, you have a beautiful view while sipping your cocktails.
 Check out could be until 12 p.m. like in other hotels. We thought 11 a.m. was early, especially if the flight didn't start until the afternoon... but otherwise a top 4 * hotel with the best way to 5 *",10.0,2024-02-03T16:24:00+07:00
Booking.com,772560683,"
 + Comfy bed
+ clean 
+ good Indian vegan breakfast options 
+ very good service
 - the wall behind the TV looked dirty / moldy
- worst food on the pool bar we ever had. The pad Thai was very very very terrible. That’s not food, we couldn’t eat it at all and we were very hungry. Don’t order there. 
- more vegan breakfast options would be good",8.0,2024-02-03T06:32:17+07:00
Booking.com,772560702,"
 The Staff were always Happy to Welcome you
The Housekeeping staff, The Buffet Starr and of course the Reception and Security Staff
 There was a slight smell of dampness in Room 1433",10.0,2024-02-02T06:37:43+07:00
Booking.com,772560423,"
 Staff were extremely friendly and professional. Chloe at reception and Christine at the pool bar we’re lovely and always asked how our trip was going . Facilities are 5 star
 Location requires a taxi to Cebu city but there is always one available",10.0,2024-01-31T08:34:01+07:00
Booking.com,772560596,"
 Staff
 Check in took ages - room was freezing cold and could not be adjusted - getting taxi from rank takes ages",2.0,2024-01-31T06:54:58+07:00
Booking.com,772560337,"
 Very Good!
 everything was good!",10.0,2024-01-30T21:44:08+07:00
Booking.com,772560719,"
 Everything ware fine, breakfast ware really good
 My and my girlfriend get biten of bedbugs.",8.0,2024-01-30T19:18:23+07:00
Booking.com,772560357,"
 Comfortable bed.Good breakfast buffet
 Check in process long.Order time for food in pool area to come in took a while to arrive.",9.0,2024-01-30T04:02:22+07:00
Booking.com,772560671,"
 Amazing breakfast with everything you could want! 
Rooftop swimming pool and sauna was lovely
Rooms were spacious and comfortable 
Amazing shower
 ",10.0,2024-01-30T01:23:48+07:00
Booking.com,772560687,"
 It was clean, everything was well organised and the staff knows what their doing. I had a pleasant stay at the hotel and would definitely come back! My boyfriend and I enjoyed our 1 week at the hotel and the breakfast was awesome. Sadly, we didn’t get to experience the pool due to busy schedules but soon we will come back for it.
 None, I was happy about everything.",10.0,2024-01-27T17:28:33+07:00
Booking.com,772560624,"
 The place was near parkmall, accessible.
 The pillows in our room were flat and the mattress were very firm.",9.0,2024-01-27T02:20:22+07:00
Booking.com,772560239,"
 Breakfast is amazing.
 Nothing at all.",9.0,2024-01-26T14:42:41+07:00
Booking.com,772560473,"
 I really like how accommodating the staffs are, the experience was amazing. Definitely will comeback soon.
 ",10.0,2024-01-26T03:55:06+07:00
Booking.com,772560652,"
 Location and the facilities.
 Breakfast",7.0,2024-01-25T14:00:03+07:00
Booking.com,772560279,"
 Everything from breakfast to roof top pool & sky view. Literally making this my “go to” next time I fly back! I also got my teeth cleaned for 1700 PHP!!! Hotel guest gets a discount (at the time of my stay, can’t say it’s a forever deal)
 I can’t think of anything.",10.0,2024-01-25T13:18:18+07:00
Booking.com,772560322,"
 Buffet breakfast good. Amazing service from Joy
 ",8.0,2024-01-25T06:52:45+07:00
Booking.com,772560520,"
 Clean. Best staff service and food
 ",10.0,2024-01-23T21:04:12+07:00
Booking.com,772560759,"
 Staff very friendly and helpful.

Buffet Breakfast

In house restaurant Cafe Bai and bar

Rooftop pool bar
 Checking in line was slow.

No express checkout, I was in a hurry to leave in a pre booked transfer vehicle and I still had to join a waiting line of everyone checking in and out.

Bathroom silicon / shower tile grouting old",9.0,2024-01-23T14:21:47+07:00
Booking.com,772560630,"
 •	Convenient location near the pier and airport.
	•	Nearby shopping options.
	•	Friendly staff and a clean lobby.
	•	Pleased with the breakfast variety.
 •	Disappointed that the rooms for us said as “seaview” didn’t have a good view, only of the building rooftop.
	•	Some rooms had an unpleasant odor.
	•	Room facilities were not up to expectations.
	•	Cleanliness of the bathroom could have been better.",7.0,2024-01-22T15:26:04+07:00
Booking.com,772560259,"
 breakfast - good and okay
staff - very friendly and approachable
 none so far, all facilities all fair and good.",8.0,2024-01-22T15:15:19+07:00
Booking.com,772560375,"
 Staff are very friendly. Especially Ranyl at breakfast! Nice bedding and great gym.
 Slight smell of damp in room from air on - rooms could be cleaner. Breakfast needs more vegetarian and healthy options.",7.0,2024-01-22T11:23:01+07:00
Booking.com,772560749,"
 Breakfast has a large selection. Location is good .
 The ladies at the reception desk for breakfast tried to provocate  to spoil my day . Everytime I request for a table for one not far from buffer , they sent me to the remote area although there are enough vacant table closer . I don’t feel comfortable to sit in a remote  place alone because I don’t want to leave my food unattended. I explained them everyday but they are arrogant.",9.0,2024-01-22T10:46:41+07:00
Booking.com,772560535,"
 Location is great
Food is acceptable but it would be nice different or variety everyday.
Amenities is great for me ! You have nite life during stay plus they got nice resto.

The greatest one was the FLUVIAL PARADE is walking to the hotel especially you only spectator
 Nothing",10.0,2024-01-21T13:35:53+07:00
Booking.com,772560614,"
 The food is delicious.

The room is spacious. I love the provided amenities.

We love the band during dinner @ Twilight Roofdeck and the food is so delicious and worth it.
 A bit dusty below the bed and the little space below the bed wall and center table. Need to have a new set of bathrobes.",9.0,2024-01-19T07:00:45+07:00
Booking.com,772560504,"
 10 minutes from the port and 15 minutes from the airport. 2 minutes from the Mall. Clean, big room, rich and very good breakfast
 very noisy, only after 1 a.m. does the music from the bar or disco stop. It is so strong that you feel that it is next to you",8.0,2024-01-18T09:05:52+07:00
Booking.com,772560453,"
 The staff was very friendly and professional. Breakfast was very good. Would highly recommend this hotel
 Everything was first class",10.0,2024-01-17T18:45:08+07:00
Booking.com,772560302,"
 Facilities and the location are good. Music and singer in the lounge are cool.
 We booked 7 rooms but not all rooms got a hair dryer. Me and my friends in different rooms tried to call the operator or room keeping; unfortunately, we just heard the waiting music but no one answered. My roommate went to the front desk and asked for a hair dryer but we got it an hour later.",7.0,2024-01-17T11:39:22+07:00
Booking.com,763207935,"
 I love everything! Good staff and services :))
 A bit limited with options for breakfast.",9.0,2024-01-16T02:54:39+07:00
